700 0.061955
1400 0.170317
2100 0.271096
2800 0.345969
3500 0.429726
4200 0.537672
4900 0.601759
5600 0.683842
6300 0.800457
7000 0.854616
7700 0.940347
8400 1.070480
9100 1.113510
9800 1.199284
10500 1.344337
11200 1.379042
11900 1.464729
12600 1.628494
13300 1.648135
