700 0.000114
1400 0.000057
2100 0.000129
2800 0.000172
3500 0.000114
4200 0.000057
4900 0.000057
5600 0.000114
6300 0.000114
7000 0.000286
7700 0.000358
8400 0.000229
9100 0.000229
9800 0.000000
10500 0.000272
11200 0.000114
11900 0.000172
12600 0.000057
13300 0.000243
