700 1.175079
1400 5.180454
2100 10.160408
2800 15.758915
3500 22.472692
4200 32.470407
4900 42.228885
5600 51.633868
6300 65.052152
7000 69.746404
7700 77.664399
8400 90.496674
9100 96.372142
9800 107.032385
10500 124.140859
11200 131.187515
11900 141.824412
12600 157.987304
13300 161.136847
